t_index   term                     df
9244      sacrific                   10
9245      sad                        22
9246      sadah                      1
9247      sadam                      1
9248      sadat                      4
9249      saddam                     5
9250      sadden                     9
9251      sadder                     1
9252      saddiq                     1
9253      sadilenko                  1
9254      sadli                      1
9255      saeed                      5
9256      safe                       55
9257      safer                      2
9258      safeti                     42
9259      safin                      29
9260      sag                        5
9261      saga                       2
9262      sage                       1
9263      saharan                    3
9264      said                       729
9265      saigon                     22
9266      sail                       16
9267      sailor                     246
9268      sainov                     2
9269      saint                      4
9270      sajic                      1
9271      sake                       2
9272      sala                       11
9273      salaam                     4
9274      salad                      1
9275      salaf                      1
9276      salafi                     1
9277      salafist                   1
9278      salah                      2
9279      salanki                    1
9280      salari                     6
9281      salay                      1
9282      salazar                    1
9283      sale                       14
9284      saleh                      38
9285      salem                      5
9286      saler                      1
9287      salesman                   3
9288      salient                    1
9289      salih                      1
9290      salim                      2
9291      sallah                     1
9292      salli                      2
9293      salsa                      1
9294      salt                       5
9295      salut                      8
9296      salvador                   47
9297      salvadoran                 24
9298      salvadorian                2
9299      salvag                     13
9300      salvat                     1
9301      salvo                      1
9302      sam                        4
9303      sama                       3
9304      sammi                      1
9305      samor                      1
9306      sampl                      9
9307      sampra                     30
9308      samshran                   1
9309      samuel                     8
9310      samurai                    1
9311      san                        73
9312      sana                       10
9313      sanchez                    11
9314      sanction                   52
9315      sanctuari                  4
9316      sand                       10
9317      sandbag                    2
9318      sander                     1
9319      sandi                      24
9320      sandiego                   1
9321      sandlewood                 1
9322      sandov                     1
9323      sandra                     1
9324      sandrin                    10
9325      sandwich                   1
9326      sanford                    1
9327      sang                       2
9328      sangram                    1
9329      sanguin                    1
9330      sanguinetti                2
9331      sanit                      4
9332      sanjay                     2
9333      sank                       36
9334      sanskriti                  1
9335      santa                      21
9336      santana                    1
9337      santi                      1
9338      santiago                   1
9339      santistevan                2
9340      santo                      1
9341      santorum                   6
9342      sap                        2
9343      sarah                      1
9344      sarajevo                   4
9345      sarasota                   2
9346      sarong                     1
9347      sarvings                   1
9348      sasha                      3
9349      sat                        29
9350      satan                      1
9351      satcom                     1
9352      satellit                   14
9353      satind                     3
9354      satisfact                  5
9355      satisfactori               2
9356      satisfi                    15
9357      satkhira                   3
9358      sattar                     1
9359      saturday                   190
9360      saudi                      90
9361      saunder                    1
9362      sava                       1
9363      savag                      4
9364      save                       70
9365      savina                     2
9366      savior                     5
9367      savitabehn                 1
9368      savor                      2
9369      savvi                      4
9370      saw                        101
9371      say                        593
9372      sayaad                     1
9373      sayan                      1
9374      scale                      24
9375      scalia                     1
9376      scalp                      1
9377      scam                       1
9378      scamper                    1
9379      scandal                    67
9380      scandinavian               1
9381      scandlin                   1
9382      scanlon                    1
9383      scanner                    2
9384      scant                      4
9385      scapego                    1
9386      scapegoat                  2
9387      scar                       6
9388      scarc                      4
9389      scare                      12
9390      scari                      2
9391      scariest                   1
9392      scarv                      1
9393      scath                      3
9394      scatter                    13
9395      scenario                   12
9396      scene                      94
9397      scent                      1
9398      schaffer                   5
9399      schedul                    80
9400      scheme                     9
9401      schett                     3
9402      scheveck                   1
9403      schiff                     2
9404      schism                     2
9405      schleehauf                 1
9406      schlesing                  1
9407      schlikov                   1
9408      schmalz                    1
9409      scholar                    6
9410      scholarship                1
9411      school                     54
9412      schoolboy                  1
9413      schoolchildren             1
9414      schrock                    3
9415      schroeder                  6
9416      schultz                    1
9417      schumer                    1
9418      schutner                   1
9419      schwartz                   2
9420      schwarzkopf                2
9421      schweitzer                 2
9422      scienc                     15
9423      scientif                   6
9424      scientist                  12
9425      scoop                      2
9426      scooter                    1
9427      scope                      2
9428      scorch                     1
9429      score                      37
9430      scorn                      1
9431      scotland                   5
9432      scott                      8
9433      scottish                   1
9434      scottsdal                  2
9435      scounscoun                 1
9436      scour                      4
9437      scourg                     1
9438      scout                      1
9439      scrambl                    16
9440      scrambler                  1
9441      scrap                      9
9442      scrape                     4
9443      scratch                    2
9444      scrawl                     1
9445      scrawni                    2
9446      scream                     15
9447      screech                    1
9448      screen                     13
9449      screw                      1
9450      scribbl                    3
9451      script                     3
9452      scriptur                   1
9453      scrutin                    2
9454      scrutini                   7
9455      scuffl                     1
9456      sculptur                   1
9457      scurri                     1
9458      scuttl                     2
9459      sea                        100
9460      seab                       8
9461      seafood                    1
9462      seal                       17
9463      sealift                    1
9464      seam                       4
9465      seaman                     9
9466      seamen                     10
9467      sean                       3
9468      seanc                      1
9469      seaport                    3
9470      sear                       1
9471      search                     143
9472      searcher                   7
9473      season                     20
9474      seat                       77
9475      seater                     3
9476      seattl                     11
9477      seawal                     1
9478      seawat                     5
9479      seaworthi                  4
9480      sebastian                  2
9481      sebastien                  16
9482      sebek                      4
9483      sec                        3
9484      secessionist               4
9485      sech                       1
9486      seclud                     1
9487      seclus                     2
9488      second                     174
9489      secondari                  1
9490      secondli                   4
9491      secreci                    1
9492      secret                     85
9493      secretari                  167
9494      secretli                   5
9495      sect                       2
9496      sectarian                  2
9497      section                    19
9498      sector                     4
9499      secular                    2
9500      secur                      324
9501      sedalia                    1
9502      sedat                      1
9503      see                        190
9504      seed                       61
9505      seek                       92
9506      seeker                     3
9507      seem                       136
9508      seemingli                  3
9509      seen                       133
9510      seeth                      1
9511      segment                    3
9512      segodnya                   2
9513      segreg                     1
9514      seif                       2
9515      seismic                    3
9516      seismograph                5
9517      seismolog                  3
9518      seismologist               7
9519      seiu                       1
9520      seiz                       33
9521      sejwal                     1
9522      sekou                      1
9523      seldom                     1
9524      sele                       30
9525      select                     18
9526      seleri                     1
9527      self                       41
9528      selig                      1
9529      sell                       14
9530      seller                     1
9531      semi                       14
9532      semiautomat                1
9533      semifin                    30
9534      semifinalist               12
9535      semin                      1
9536      seminar                    1
9537      semion                     1
9538      sen                        59
9539      senat                      128
9540      senatori                   6
9541      send                       70
9542      seneg                      2
9543      senior                     126
9544      sennett                    1
9545      sens                       56
9546      sensat                     1
9547      senseless                  4
9548      sensibl                    2
9549      sensit                     11
9550      sent                       141
9551      sentenc                    95
9552      sentiment                  22
9553      separ                      56
9554      separatist                 2
9555      seper                      1
9556      sept                       47
9557      septemb                    66
9558      sequenc                    2
9559      serafin                    1
9560      seraguso                   1
9561      serb                       50
9562      serbia                     86
9563      serbian                    72
9564      serbo                      1
9565      seren                      6
9566      serena                     31
9567      serendipit                 1
9568      serga                      8
9569      sergaev                    1
9570      sergeant                   2
9571      sergei                     1
9572      sergeyev                   1
9573      sergio                     8
9574      serheo                     1
9575      seri                       38
9576      serial                     5
9577      seriou                     39
9578      serious                    31
9579      sermon                     3
9580      serov                      1
9581      serv                       188
9582      servant                    6
9583      servic                     203
9584      servicemen                 24
9585      servil                     1
9586      sesam                      1
9587      seselj                     2
9588      session                    39
9589      set                        236
9590      setback                    5
9591      seth                       1
9592      setinya                    1
9593      setter                     4
9594      settl                      33
9595      settlement                 8
9596      seven                      142
9597      seventeen                  16
9598      seventh                    31
9599      seventi                    1
9600      sever                      248
9601      severin                    1
9602      severodvinsk               1
9603      severomorsk                4
9604      sew                        1
9605      sewag                      4
9606      sewart                     1
9607      sex                        9
9608      sexual                     15
9609      seymour                    1
9610      sgt                        5
9611      shaab                      1
9612      shaar                      2
9613      shab                       2
9614      shabtai                    1
9615      shack                      7
9616      shade                      2
9617      shadow                     17
9618      shadowi                    8
9619      shaeffer                   1
9620      shaft                      3
9621      shah                       4
9622      shaheen                    1
9623      shaher                     1
9624      shahrani                   3
9625      shailesh                   1
9626      shajea                     1
9627      shake                      29
9628      shaken                     11
9629      shaki                      2
9630      shalikashvili              1
9631      shall                      3
9632      shallow                    3
9633      sham                       2
9634      shambl                     3
9635      shame                      6
9636      shamshran                  1
9637      shane                      1
9638      shannon                    1
9639      shantytown                 5
9640      shape                      27
9641      shapeless                  1
9642      shapeup                    1
9643      shapiro                    1
9644      shard                      3
9645      share                      39
9646      shargel                    1
9647      sharia                     1
9648      sharjani                   1
9649      sharm                      3
9650      sharon                     2
9651      sharp                      13
9652      sharpen                    2
9653      sharper                    1
9654      sharpli                    14
9655      sharq                      1
9656      shatter                    33
9657      shaughnessi                3
9658      shave                      1
9659      shavit                     1
9660      shaw                       3
9661      shawn                      3
9662      shea                       1
9663      sheaf                      1
9664      shear                      2
9665      sheath                     1
9666      shebeck                    1
9667      shebek                     1
9668      shed                       6
9669      sheehan                    2
9670      sheehen                    1
9671      sheepish                   1
9672      sheepishli                 1
9673      sheer                      3
9674      sheet                      22
9675      sheik                      5
9676      sheikh                     5
9677      sheila                     1
9678      shelf                      3
9679      shell                      6
9680      shelle                     4
9681      shelli                     1
9682      shelten                    1
9683      shelter                    22
9684      shelti                     1
9685      shelton                    6
9686      shelv                      2
9687      shemter                    1
9688      shephard                   1
9689      shepherd                   4
9690      sheriff                    14
9691      sherman                    1
9692      sherri                     3
9693      sheryl                     1
9694      shi                        5
9695      shiela                     1
9696      shield                     8
9697      shift                      21
9698      shiit                      3
9699      shine                      10
9700      shini                      2
9701      ship                       193
9702      shipboard                  1
9703      shipbuild                  6
9704      shipman                    1
9705      shipmat                    13
9706      shipment                   1
9707      shipyard                   8
9708      shirley                    1
9709      shirt                      21
9710      shirtless                  2
9711      shiver                     1
9712      shkval                     7
9713      shlomo                     1
9714      shock                      43
9715      shoddi                     1
9716      shoddili                   1
9717      shoe                       17
9718      shoeed                     1
9719      sholti                     1
9720      shook                      46
9721      shoot                      21
9722      shootout                   3
9723      shop                       53
9724      shopkeep                   2
9725      shoplift                   2
9726      shopper                    1
9727      shore                      19
9728      shorelin                   1
9729      short                      97
9730      shortag                    16
9731      shortchang                 2
9732      shortcom                   4
9733      shortcut                   1
9734      shorter                    3
9735      shortest                   1
9736      shortfal                   2
9737      shorthand                  2
9738      shortli                    47
9739      shot                       77
9740      shotgun                    18
9741      shotmak                    1
9742      shoulder                   16
9743      shouldn                    13
9744      shout                      29
9745      shove                      5
9746      shovel                     12
9747      show                       189
9748      showcas                    2
9749      showdown                   12
9750      shower                     7
9751      shown                      20
9752      shrank                     4
9753      shrapnel                   1
9754      shred                      5
9755      shreveport                 2
9756      shrewd                     4
9757      shrill                     1
9758      shrine                     1
9759      shriner                    1
9760      shrink                     8
9761      shrunk                     1
9762      shueib                     1
9763      shukla                     2
9764      shuler                     1
9765      shultz                     3
9766      shun                       2
9767      shusaki                    3
9768      shut                       27
9769      shutdown                   1
9770      shutter                    2
9771      shuttl                     4
9772      sibl                       8
9773      sicili                     2
9774      sick                       8
9775      side                       157
9776      sidelin                    11
9777      sidestep                   4
9778      sideway                    1
9779      sidl                       7
9780      sidot                      1
9781      sieg                       9
9782      siemerink                  1
9783      sierra                     4
9784      siev                       11
9785      siewert                    24
9786      sifford                    16
9787      sift                       11
9788      sigh                       3
9789      sight                      25
9790      sightse                    4
9791      sign                       133
9792      signal                     34
9793      signalman                  1
9794      signatur                   7
9795      signifi                    1
9796      signific                   41
9797      significantli              9
9798      sigonella                  2
9799      sikh                       1
9800      silberl                    1
9801      silenc                     19
9802      silent                     19
9803      sill                       1
9804      silli                      1
9805      silliman                   1
9806      silo                       3
9807      silt                       1
9808      silva                      1
9809      silver                     10
9810      silvia                     3
9811      silvija                    2
9812      simeon                     1
9813      simil                      1
9814      similar                    47
9815      similarli                  5
9816      simmer                     5
9817      simmon                     3
9818      simpl                      19
9819      simpler                    1
9820      simpli                     46
9821      simul                      1
9822      simultan                   8
9823      sin                        3
9824      sinc                       341
9825      sincer                     5
9826      sindh                      2
9827      sing                       6
9828      singapor                   3
9829      singaporean                1
9830      singer                     7
9831      singh                      4
9832      singl                      52
9833      singular                   1
9834      singularli                 1
9835      sinha                      1
9836      sink                       32
9837      siobhan                    1
9838      sion                       1
9839      sip                        6
9840      sir                        5
9841      sirah                      1
9842      siren                      1
9843      siriman                    1
9844      sirri                      1
9845      sister                     47
9846      sit                        39
9847      site                       80
9848      situat                     82
9849      six                        169
9850      sixteen                    3
9851      sixth                      34
9852      sixti                      1
9853      siyaram                    1
9854      sizabl                     2
9855      size                       25
9856      sizzl                      2
9857      skeptic                    10
9858      sketch                     11
9859      sketchi                    14
9860      ski                        2
9861      skiff                      10
9862      skill                      13
9863      skim                       8
9864      skin                       8
9865      skip                       8
9866      skipper                    5
9867      skirmish                   1
9868      skirt                      5
9869      skull                      3
9870      sky                        18
9871      skyscrap                   4
9872      slab                       15
9873      slade                      7
9874      slain                      10
9875      slam                       58
9876      slant                      2
9877      slap                       3
9878      slash                      4
9879      slat                       1
9880      slate                      6
9881      slater                     2
9882      slaughterhous              1
9883      slava                      1
9884      slavador                   1
9885      slavica                    1
9886      slavija                    2
9887      slavish                    1
9888      slavo                      1
9889      slavoljub                  1
9890      slay                       12
9891      sledgehamm                 3
9892      sleep                      36
9893      sleepless                  1
9894      sleev                      1
9895      sleight                    1
9896      slender                    1
9897      slenderest                 1
9898      slept                      8
9899      slice                      11
9900      slid                       2
9901      slide                      3
9902      slight                     6
9903      slightest                  3
9904      slightli                   27
9905      slim                       10
9906      slime                      1
9907      slip                       30
9908      slippag                    1
9909      sliver                     2
9910      slm                        2
9911      slobadon                   1
9912      slobo                      3
9913      slobodan                   126
9914      slocomb                    1
9915      slogan                     12
9916      slope                      2
9917      sloppi                     5
9918      slouch                     1
9919      slovakia                   8
9920      slovakian                  1
9921      slow                       40
9922      slowdown                   2
9923      slowest                    2
9924      slowli                     26
9925      slug                       1
9926      sluggish                   4
9927      slump                      6
9928      slur                       1
9929      smack                      4
9930      small                      208
9931      smaller                    25
9932      smallest                   2
9933      smaltz                     1
9934      smart                      2
9935      smarter                    2
9936      smartest                   1
9937      smartli                    1
9938      smash                      25
9939      smear                      3
9940      smederevska                2
9941      smell                      8
9942      smile                      36
9943      smit                       1
9944      smith                      21
9945      smithvil                   1
9946      smitten                    1
9947      smog                       2
9948      smoggiest                  1
9949      smoke                      26
9950      smoker                     1
9951      smokescreen                1
9952      smokey                     1
9953      smolder                    1
9954      smolinski                  1
9955      smooth                     9
9956      smoothli                   2
9957      smother                    2
9958      smuggl                     3
9959      snack                      2
9960      snake                      1
9961      snap                       9
9962      snapper                    1
9963      snappi                     1
9964      snare                      1
9965      snarl                      1
9966      snatch                     8
9967      sneak                      3
9968      sneaker                    2
9969      sneet                      1
9970      snif                       3
9971      sniff                      1
9972      sniffer                    13
9973      snipe                      1
9974      sniper                     1
9975      snippet                    2
9976      snitch                     3
9977      snjezana                   1
9978      snour                      1
9979      snow                       12
9980      snowfal                    1
9981      snowstorm                  2
9982      snyder                     1
9983      so                         1
9984      soak                       4
9985      soap                       2
9986      soar                       7
9987      sob                        3
9988      sober                      2
9989      soccer                     4
9990      social                     33
9991      socialist                  37
9992      societi                    34
9993      sock                       3
9994      socotra                    2
9995      socti                      1
9996      sod                        1
9997      sofa                       2
9998      soft                       12
9999      soften                     4
10000     softli                     1
10001     softwar                    7
10002     soglasiy                   1
10003     soil                       7
10004     sojourn                    1
10005     solanki                    1
10006     solari                     1
10007     sold                       19
10008     soldier                    97
10009     sole                       9
10010     solemn                     4
10011     solemnli                   1
10012     solicit                    1
10013     solid                      15
10014     solidar                    6
10015     solidifi                   2
10016     solidli                    1
10017     solitari                   2
10018     solitud                    1
10019     solomon                    1
10020     solorzano                  2
10021     solut                      14
10022     solv                       6
10023     somali                     3
10024     somalia                    8
10025     somber                     6
10026     somberli                   2
10027     somebodi                   22
10028     someday                    5
10029     somehow                    16
10030     someon                     49
10031     someplac                   1
10032     someth                     112
10033     sometim                    50
10034     somewhat                   9
10035     somewher                   14
10036     somo                       1
10037     son                        116
10038     sonar                      2
10039     song                       3
10040     songwrit                   3
10041     sonia                      3
10042     sonni                      1
10043     soon                       94
10044     sooner                     5
10045     sooooo                     1
10046     soot                       1
10047     sooti                      1
10048     sop                        1
10049     sophist                    22
10050     sordid                     1
10051     sore                       8
10052     sorri                      4
10053     sorrow                     3
10054     sort                       53
10055     sorti                      1
10056     sosonati                   7
10057     soto                       3
10058     souc                       1
10059     sought                     50
10060     soul                       4
10061     soumaila                   1
10062     sound                      56
10063     soundli                    3
10064     soundproof                 1
10065     soup                       4
10066     sour                       2
10067     sourc                      93
10068     south                      124
10069     southeast                  35
10070     southeastern               10
10071     southern                   67
10072     southwest                  19
10073     southwestern               6
10074     souvenir                   2
10075     sovereign                  2
10076     sovereignti                8
10077     soviet                     32
10078     soxon                      1
10079     sp                         2
10080     space                      20
10081     spaciou                    1
10082     spain                      20
10083     span                       7
10084     spangl                     1
10085     spaniard                   2
10086     spaniel                    1
10087     spanish                    20
10088     spare                      9
10089     spark                      18
10090     spasski                    2
10091     spat                       1
10092     spate                      3
10093     spatter                    1
10094     speak                      132
10095     speaker                    19
10096     spear                      8
10097     spearhead                  3
10098     speci                      1
10099     special                    111
10100     specialist                 21
10101     specif                     55
10102     specifi                    13
10103     spectacl                   3
10104     spectacular                4
10105     spectat                    7
10106     specter                    3
10107     spectrum                   1
10108     specul                     44
10109     sped                       4
10110     speech                     62
10111     speed                      55
10112     speedboat                  1
10113     speedi                     1
10114     speedskat                  1
10115     spell                      9
10116     spenc                      3
10117     spencer                    6
10118     spend                      57
10119     spent                      74
10120     sperl                      2
10121     sphere                     1
10122     spi                        76
10123     spielberg                  1
10124     spill                      4
10125     spin                       5
10126     spine                      2
10127     spiral                     4
10128     spire                      1
10129     spirit                     18
10130     spiritu                    3
10131     spite                      5
10132     splash                     2
10133     splashdown                 1
10134     splatter                   2
10135     splint                     1
10136     splinter                   3
10137     splinz                     1
10138     split                      23
10139     spode                      1
10140     spoil                      11
10141     spoiler                    3
10142     spokan                     1
10143     spoke                      76
10144     spoken                     23
10145     spokesman                  184
10146     spokesmen                  4
10147     spokeswoman                28
10148     sponsor                    22
10149     sponsorship                2
10150     spontan                    4
10151     spook                      1
10152     sporad                     1
10153     sport                      59
10154     sportsmen                  1
10155     spot                       33
10156     spotlight                  14
10157     spotti                     6
10158     spous                      7
10159     spragu                     1
10160     spraig                     1
10161     sprain                     7
10162     sprawl                     8
10163     spray                      6
10164     spread                     53
10165     spree                      2
10166     spring                     28
10167     springfield                3
10168     sprinkl                    2
10169     sprint                     5
10170     sprout                     2
10171     spruanc                    1
10172     sprung                     2
10173     spun                       1
10174     spur                       5
10175     spymast                    19
10176     squabbl                    1
10177     squad                      23
10178     squadron                   1
10179     squall                     3
10180     squander                   2
10181     squar                      23
10182     squat                      1
10183     squatter                   3
10184     squeak                     2
10185     squeamish                  1
10186     squeez                     7
10187     squirrel                   2
10188     squish                     1
10189     srdic                      4
10190     srebrenica                 1
10191     srpska                     1
10192     stab                       9
10193     stabenow                   5
10194     stabil                     43
10195     stabl                      21
10196     stacey                     1
10197     staci                      1
10198     stack                      8
10199     stadium                    13
10200     staf                       3
10201     staff                      70
10202     staffer                    2
10203     staffinr                   1
10204     stafford                   4
10205     stage                      49
10206     stagger                    9
10207     stain                      7
10208     stair                      3
10209     stairwel                   4
10210     stake                      26
10211     stalem                     6
10212     stalin                     2
10213     stalinist                  1
10214     stalk                      2
10215     stall                      4
10216     stambol                    2
10217     stambuk                    1
10218     stamenkov                  2
10219     stamina                    1
10220     stammer                    1
10221     stamped                    4
10222     stanc                      5
10223     stand                      129
10224     standard                   19
10225     standbi                    1
10226     standoff                   8
10227     standpoint                 1
10228     standstil                  6
10229     stanley                    4
10230     stapl                      1
10231     star                       39
10232     stare                      7
10233     stark                      5
10234     starkli                    1
10235     starr                      1
10236     starrr                     1
10237     start                      160
10238     startl                     2
10239     starv                      1
10240     stash                      1
10241     stasio                     1
10242     stat                       2
10243     state                      587
10244     statehous                  4
10245     stateless                  1
10246     statement                  104
10247     stateroom                  1
10248     statesman                  3
10249     statewid                   5
10250     station                    121
10251     stationeri                 1
10252     statist                    15
10253     statu                      18
10254     statur                     4
10255     statut                     5
10256     staunch                    2
10257     staunchest                 2
10258     staunchli                  2
10259     stay                       148
10260     ste                        1
10261     stead                      1
10262     steadfast                  1
10263     steadi                     4
10264     steadili                   4
10265     steal                      27
10266     stealer                    1
10267     stealth                    1
10268     stealthi                   1
10269     stealthier                 1
10270     stealthili                 1
10271     steam                      6
10272     steami                     1
10273     steel                      28
10274     steenbuch                  1
10275     steep                      15
10276     steer                      8
10277     stefan                     1
10278     stefano                    5
10279     stefanov                   4
10280     steffi                     1
10281     steinberg                  1
10282     steindorff                 1
10283     stell                      1
10284     stellar                    1
10285     stem                       15
10286     stemmo                     1
10287     stenberg                   1
10288     stench                     2
10289     step                       136
10290     stephani                   1
10291     stephanopoulo              1
10292     stephen                    7
10293     stepmoth                   1
10294     steppingston               1
10295     stepson                    1
10296     stereo                     1
10297     sterl                      3
10298     stern                      14
10299     sternavich                 1
10300     sternli                    2
10301     steskic                    1
10302     stevan                     3
10303     steve                      10
10304     stevedor                   1
10305     steven                     3
10306     stevenson                  4
10307     stew                       1
10308     stewardship                4
10309     stewart                    2
10310     stick                      18
10311     sticker                    2
10312     sticki                     1
10313     stickier                   4
10314     stiff                      3
10315     stifl                      2
10316     stigmat                    1
10317     still                      371
10318     sting                      1
10319     stipend                    1
10320     stipul                     4
10321     stir                       14
10322     stirrer                    1
10323     stirrup                    1
10324     stitch                     1
10325     stock                      5
10326     stocki                     1
10327     stockpil                   5
10328     stoical                    1
10329     stojanov                   1
10330     stojiljikov                1
10331     stojiljkov                 3
10332     stoke                      4
10333     stoko                      1
10334     stokov                     1
10335     stole                      25
10336     stolen                     13
10337     stolt                      1
10338     stomach                    7
10339     stomp                      1
10340     stone                      18
10341     stonewal                   1
10342     stoni                      3
10343     stood                      66
10344     stool                      2
10345     stop                       176
10346     stopgap                    1
10347     stopov                     4
10348     stoppag                    6
10349     stopper                    1
10350     storag                     3
10351     store                      67
10352     storey                     1
10353     stori                      102
10354     storm                      46
10355     stormi                     2
10356     storybook                  1
10357     stosic                     2
10358     stoutli                    1
10359     stowag                     1
10360     stoyan                     1
10361     straddl                    1
10362     straight                   25
10363     straighten                 1
10364     straightforward            4
10365     strain                     4
10366     strait                     2
10367     straition                  1
10368     strakov                    1
10369     strand                     3
10370     strang                     9
10371     stranger                   6
10372     strangl                    1
10373     stranglehold               1
10374     strap                      3
10375     strateg                    18
10376     strategeri                 1
10377     strategi                   20
10378     strategist                 7
10379     straw                      1
10380     stray                      2
10381     streak                     16
10382     stream                     15
10383     streamlin                  1
10384     stree                      1
10385     street                     177
10386     strength                   18
10387     strengthen                 27
10388     strenuous                  1
10389     stress                     33
