t_index   term                     df
10384     re-run                     2
10385     re-train                   1
10386     re-unit                    1
10387     reach                      167
10388     reachabl                   4
10389     react                      9
10390     reaction                   17
10391     reactionari                1
10392     reactor                    5
10393     read                       45
10394     reader                     2
10395     readi                      58
10396     reaffirm                   4
10397     reagan                     9
10398     real                       74
10399     realist                    4
10400     realiti                    18
10401     realiz                     32
10402     realli                     105
10403     reappear                   2
10404     rear                       35
10405     rearrest                   1
10406     reason                     100
10407     reassert                   2
10408     reassess                   1
10409     reassum                    1
10410     reassur                    6
10411     rebecca                    1
10412     rebel                      14
10413     rebelli                    1
10414     rebellion                  6
10415     rebirth                    1
10416     rebound                    7
10417     rebroadcast                2
10418     rebuf                      1
10419     rebuff                     1
10420     rebuild                    22
10421     rebuilt                    1
10422     rebuk                      3
10423     reburi                     3
10424     rebutt                     1
10425     recal                      17
10426     recalcitr                  1
10427     recant                     8
10428     recap                      1
10429     recaptur                   6
10430     reced                      4
10431     receipt                    7
10432     receiv                     130
10433     recent                     143
10434     recept                     6
10435     receptionist               1
10436     recess                     1
10437     recipi                     2
10438     recit                      1
10439     reckon                     5
10440     reclaim                    5
10441     reclus                     3
10442     recogn                     47
10443     recognit                   5
10444     recomm                     1
10445     recommend                  41
10446     recon                      1
10447     reconcil                   1
10448     reconcili                  19
10449     reconnaiss                 2
10450     reconsid                   2
10451     reconstitut                2
10452     reconstruct                7
10453     record                     83
10454     record-break               1
10455     record-set                 2
10456     recount                    16
10457     recov                      130
10458     recoveri                   48
10459     recreat                    9
10460     recrimin                   1
10461     recruit                    11
10462     rectifi                    1
10463     rector                     1
10464     recuper                    3
10465     recur                      2
10466     recurr                     5
10467     red                        75
10468     red-and-whit               1
10469     red-carpet                 2
10470     red-ey                     4
10471     red-hand                   1
10472     red-hot                    1
10473     red-lett                   1
10474     redcross                   1
10475     reded                      1
10476     redeem                     2
10477     redefin                    2
10478     redempt                    1
10479     redesign                   1
10480     redesignwo                 1
10481     redford                    1
10482     rediscov                   1
10483     redistrict                 1
10484     redress                    1
10485     redskin                    1
10486     reduc                      27
10487     reduct                     2
10488     reebok                     1
10489     reeca                      1
10490     reeker                     9
10491     reel                       1
10492     reemerg                    1
10493     reenerg                    1
10494     reenter                    1
10495     reev                       1
10496     reexamin                   1
10497     refer                      59
10498     referendum                 9
10499     refin                      1
10500     refineri                   4
10501     refit                      2
10502     reflag                     1
10503     reflect                    36
10504     reflex                     1
10505     reform                     46
10506     reform-mind                2
10507     refrain                    3
10508     refresh                    2
10509     refriger                   2
10510     refuel                     122
10511     refug                      7
10512     refuge                     7
10513     refugee-process            1
10514     refund                     1
10515     refurbish                  1
10516     refus                      113
10517     refut                      3
10518     regain                     13
10519     regalia                    2
10520     regalla                    1
10521     regard                     32
10522     regardless                 7
10523     regga                      1
10524     regim                      64
10525     region                     154
10526     regist                     31
10527     registr                    4
10528     registri                   2
10529     regret                     13
10530     regroup                    5
10531     regul                      12
10532     regular                    14
10533     regularli                  4
10534     regulatori                 1
10535     rehabilit                  4
10536     rehears                    2
10537     rehir                      1
10538     rehnquist                  2
10539     reicher                    1
10540     reichstag                  1
10541     reign                      11
10542     reignit                    1
10543     reimpos                    1
10544     rein                       8
10545     reincarn                   1
10546     reinforc                   18
10547     reinstat                   2
10548     reinstitut                 1
10549     reintegr                   5
10550     reiter                     8
10551     reject                     61
10552     rejoic                     3
10553     rejoin                     2
10554     rekanlt                    1
10555     rel                        75
10556     relat                      100
10557     relationship               41
10558     relax                      12
10559     relay                      6
10560     relearn                    1
10561     releas                     153
10562     relent                     1
10563     relentless                 4
10564     relev                      6
10565     reli                       10
10566     reliabl                    2
10567     relianc                    3
10568     relief                     64
10569     reliev                     9
10570     religi                     27
10571     religion                   8
10572     relinquish                 8
10573     relish                     2
10574     reliv                      2
10575     reloc                      1
10576     reluct                     13
10577     reluctantli                2
10578     remain                     329
10579     remaind                    6
10580     remak                      1
10581     remark                     39
10582     rematch                    5
10583     remedi                     1
10584     rememb                     54
10585     remembr                    2
10586     remind                     27
10587     reminisc                   2
10588     remiss                     13
10589     remnant                    3
10590     remors                     2
10591     remot                      16
10592     remotest                   2
10593     remov                      79
10594     renaiss                    2
10595     renam                      4
10596     render                     9
10597     rendero                    2
10598     rendezv                    2
10599     renew                      17
10600     renna                      1
10601     reno                       10
10602     renomin                    1
10603     renounc                    5
10604     renown                     1
10605     rent                       12
10606     rental                     1
10607     reoccur                    1
10608     reopen                     8
10609     reorgan                    2
10610     rep                        40
10611     repackag                   1
10612     repaid                     2
10613     repaint                    1
10614     repair                     45
10615     repatri                    7
10616     repay                      2
10617     repeal                     1
10618     repeat                     27
10619     repeatedli                 28
10620     repel                      9
10621     repent                     3
10622     repetit                    1
10623     replac                     44
10624     replay                     1
10625     replet                     1
10626     repli                      20
10627     replic                     1
10628     repor                      1
10629     report                     401
10630     reportedli                 28
10631     repres                     70
10632     represent                  3
10633     repress                    9
10634     repriev                    1
10635     repris                     6
10636     republ                     65
10637     republican                 120
10638     republican-control         1
10639     republika                  1
10640     repudi                     1
10641     repuls                     3
10642     reput                      29
10643     reputedli                  4
10644     request                    56
10645     requir                     77
10646     rerout                     1
10647     rerun                      2
10648     reschedul                  1
10649     rescu                      114
10650     rescuer                    49
10651     research                   21
10652     resembl                    6
10653     resent                     12
10654     reserv                     19
10655     resettl                    1
10656     reshap                     3
10657     resid                      99
10658     residenti                  10
10659     residu                     8
10660     resign                     84
10661     resili                     5
10662     resist                     31
10663     resolut                    15
10664     resolv                     35
10665     reson                      1
10666     resort                     24
10667     resound                    2
10668     resourc                    10
10669     resource-rich              2
10670     respect                    56
10671     respir                     2
10672     respiratori                2
10673     responbl                   1
10674     respond                    50
10675     respons                    175
10676     ressam                     1
10677     rest                       91
10678     restart                    2
10679     restat                     1
10680     restaur                    8
10681     restitut                   5
10682     restiv                     3
10683     restless                   1
10684     restock                    1
10685     restor                     57
10686     restrain                   4
10687     restraint                  3
10688     restrict                   14
10689     result                     146
10690     resum                      29
10691     resumpt                    2
10692     resurfac                   5
10693     resurg                     4
10694     resurrect                  2
10695     resuscit                   1
10696     retail                     2
10697     retain                     17
10698     retak                      7
10699     retali                     29
10700     retaliatori                4
10701     retard                     1
10702     retherford                 1
10703     rethink                    2
10704     retic                      1
10705     retinu                     1
10706     retir                      94
10707     retire                     1
10708     retrac                     1
10709     retract                    14
10710     retractable-roof           1
10711     retractor                  1
10712     retreat                    16
10713     retrial                    2
10714     retribut                   2
10715     retriev                    25
10716     retrospect                 5
10717     return                     235
10718     returne                    1
10719     reunif                     1
10720     reunion                    2
10721     reunit                     4
10722     reuter                     3
10723     rev                        14
10724     reveal                     34
10725     revel                      8
10726     reveng                     13
10727     revenu                     2
10728     rever                      5
10729     reverber                   1
10730     revers                     24
10731     revert                     1
10732     review                     51
10733     revil                      2
10734     revis                      16
10735     reviv                      18
10736     revkin                     1
10737     revok                      4
10738     revolt                     15
10739     revolut                    30
10740     revolution-handl           1
10741     revolutionari              11
10742     revolv                     5
10743     revonish                   1
10744     reward                     38
10745     rewrit                     1
10746     rewrot                     1
10747     rex                        3
10748     rey                        4
10749     reynaldo                   1
10750     reynold                    4
10751     rfa                        1
10752     rg                         1
10753     rhein-main                 5
10754     rhetor                     4
10755     rheumat                    2
10756     rhode                      4
10757     ri                         1
10758     riad                       1
10759     rial                       1
10760     rib                        1
10761     ribbon                     3
10762     rica                       2
10763     rican                      2
10764     ricardo                    17
10765     rice                       19
10766     rich                       29
10767     rich-connect               1
10768     richard                    49
10769     richardson                 1
10770     richer                     1
10771     richest                    2
10772     richmond                   3
10773     richter                    7
10774     rick                       19
10775     ricochet                   1
10776     rid                        8
10777     riddanc                    1
10778     riddl                      1
10779     ride                       17
10780     rider                      1
10781     riderless                  1
10782     ridg                       8
10783     ridicul                    2
10784     riestra                    1
10785     rifai                      3
10786     rifl                       19
10787     rifle-tot                  1
10788     rift                       1
10789     rig                        18
10790     rigg                       4
10791     right                      200
10792     right-hand                 1
10793     rightist                   1
10794     rigor                      1
10795     rim                        7
10796     ring                       8
10797     ringlead                   12
10798     ringold                    1
10799     rinn                       1
10800     rins                       2
10801     rio                        2
10802     riot                       34
10803     rioter                     1
10804     riotou                     1
10805     rip                        47
10806     rippl                      2
10807     rippner                    6
10808     rise                       58
10809     risen                      7
10810     risk                       57
10811     riski                      13
10812     ristic                     1
10813     rita                       6
10814     ritesh                     1
10815     rith                       1
10816     rittner                    4
10817     ritual                     3
10818     riva                       23
10819     rival                      41
10820     rivalri                    10
10821     rivasseau                  1
10822     river                      13
10823     rivera                     1
10824     riverb                     1
10825     riversid                   1
10826     rivet                      1
10827     riviera                    2
10828     riyadh                     7
10829     rnahan                     1
10830     rnment-run                 1
10831     roach                      2
10832     road                       61
10833     roadblock                  17
10834     roadsid                    2
10835     roadway                    1
10836     roam                       12
10837     roar                       15
10838     rob                        17
10839     robb                       17
10840     robber                     19
10841     robberi                    55
10842     robe                       4
10843     rober                      3
10844     robert                     91
10845     roberto                    2
10846     robertson                  4
10847     robin                      4
10848     robinson                   2
10849     robust                     2
10850     rochel                     1
10851     rochest                    2
10852     rochu                      2
10853     rock                       72
10854     rock-bottom                1
10855     rock-concert               1
10856     rock-cut                   1
10857     rocket                     13
10858     rocket-engin               1
10859     rocket-propel              4
10860     rocki                      7
10861     rockland                   4
10862     rockport                   1
10863     rod                        25
10864     rode                       4
10865     roderick                   2
10866     rodger                     2
10867     rodham                     47
10868     rodrick                    1
10869     rodriguez                  16
10870     rodriquez                  2
10871     rodway                     3
10872     rogan                      3
10873     roger                      48
10874     rogu                       3
10875     rohit                      1
10876     roil                       1
10877     rok                        3
10878     rolan                      1
10879     roland                     3
10880     role                       59
10881     roll                       27
10882     rolla                      9
10883     roller-coast               1
10884     rollerblad                 1
10885     roman                      7
10886     romania                    6
10887     romanian                   3
10888     romano                     1
10889     rome                       2
10890     romero                     5
10891     ron                        20
10892     ronald                     13
10893     ronay                      1
10894     ronchest                   1
10895     rondero                    2
10896     ronni                      1
10897     roof                       25
10898     rooftop                    1
10899     rooki                      1
10900     room                       52
10901     roommat                    1
10902     roosevelt                  1
10903     roost                      1
10904     root                       10
10905     rope                       6
10906     roper                      1
10907     rorter                     1
10908     rosa                       2
10909     rose                       33
10910     rosenberg                  9
10911     rosenburg                  1
10912     rosenfield                 1
10913     rosewal                    1
10914     roshan                     1
10915     rosovski                   2
10916     rostenkowski               4
10917     roster                     2
10918     roswel                     1
10919     rot                        4
10920     rotat                      4
10921     rotaviru                   2
10922     roth                       14
10923     roug                       1
10924     rough                      8
10925     roughli                    16
10926     roughshod                  1
10927     round                      98
10928     round-the-clock            2
10929     roundli                    1
10930     rout                       64
10931     routin                     20
10932     rove                       2
10933     row                        10
10934     rowland                    9
10935     roy                        7
10936     royal                      7
10937     rss                        1
10938     rt                         2
10939     rtj                        1
10940     rtr                        3
10941     ru                         1
10942     ruano                      2
10943     rub                        4
10944     rubber                     26
10945     rubbl                      62
10946     rubblervivor               1
10947     rubenstein                 2
10948     rubi                       2
10949     rubin                      7
10950     rude                       2
10951     ruder                      1
10952     rudimentari                1
10953     rudnick                    1
10954     rudolph                    10
10955     rue                        1
10956     ruegg                      1
10957     ruesta                     3
10958     rueter                     1
10959     rug                        5
10960     rugd                       1
10961     ruger                      1
10962     rugova                     1
10963     ruin                       36
10964     ruinou                     1
10965     rule                       196
10966     ruler                      39
10967     rumbl                      8
10968     rumor                      31
10969     rumpl                      1
10970     rumsfeld                   7
10971     run                        216
10972     run-down                   4
10973     run-in                     1
10974     run-off                    12
10975     runaway                    1
10976     rundel                     4
10977     rundown                    1
10978     runner-up                  13
10979     runoff                     32
10980     runup                      1
10981     runway                     7
10982     rupe                       1
10983     rupert                     1
10984     ruptur                     3
10985     rural                      13
10986     ruse                       1
10987     rusedski                   4
10988     rush                       56
10989     russ                       1
10990     russel                     1
10991     russellvil                 1
10992     russia                     128
10993     russia-ori                 1
10994     russian                    155
10995     russian-american           2
10996     rust                       2
10997     rust-resist                1
10998     rusti                      2
10999     ruth                       1
11000     ruthless                   2
11001     rux                        3
11002     ruxandra                   2
11003     ruzedzki                   1
11004     ruzica                     1
11005     rv                         7
11006     rwanda                     3
11007     rwandan                    2
11008     rwandiz                    2
11009     ry                         1
11010     ryan                       1
11011     sa                         1
11012     saba                       1
11013     sabaa                      1
11014     sabbath                    1
11015     sabotag                    6
11016     sach                       3
11017     sachan                     2
11018     sack                       3
11019     sacr                       5
11020     sacrific                   10
11021     sad                        22
11022     sadah                      1
11023     sadam                      1
11024     sadat                      4
11025     saddam                     5
11026     sadden                     9
11027     sadder                     1
11028     saddiq                     1
11029     sadilenko                  1
11030     sadli                      1
11031     saeed                      5
11032     safe                       55
11033     safer                      2
11034     safeti                     42
11035     safin                      29
11036     sag                        5
11037     saga                       2
11038     sage                       1
11039     said                       729
11040     saigon                     22
11041     sail                       16
11042     sailor                     246
11043     sainov                     2
11044     saint                      4
11045     sajic                      1
11046     sake                       2
11047     sala                       11
11048     salaam                     4
11049     salad                      1
11050     salaf                      1
11051     salafi                     1
11052     salafist                   1
11053     salah                      2
11054     salanki                    1
11055     salari                     6
11056     salay                      1
11057     salazar                    1
11058     sale                       14
11059     saleh                      38
11060     saler                      1
11061     salesman                   3
11062     salient                    1
11063     salih                      1
11064     salim                      2
11065     sallah                     1
11066     salli                      2
11067     salsa                      1
11068     salt                       5
11069     salut                      8
11070     salvador                   47
11071     salvadoran                 24
11072     salvadorian                2
11073     salvag                     13
11074     salvat                     1
11075     salvo                      1
11076     sam                        4
11077     sama                       3
11078     same-sex                   1
11079     sammi                      1
11080     sampl                      9
11081     sampra                     30
11082     samshran                   1
11083     samuel                     8
11084     samurai                    1
11085     san                        73
11086     sana                       10
11087     sanchez                    8
11088     sanchez-vicario            3
11089     sanction                   52
11090     sanctuari                  4
11091     sand                       10
11092     sandbag                    2
11093     sander                     1
11094     sandi                      24
11095     sandiego                   1
11096     sandlewood                 1
11097     sandov                     1
11098     sandra                     1
11099     sandrin                    10
11100     sandwich                   1
11101     sanford                    1
11102     sang                       2
11103     sangram                    1
11104     sanguin                    1
11105     sanguinetti                2
11106     sanit                      4
11107     sanjay                     2
11108     sank                       36
11109     sanskriti                  1
11110     santa                      21
11111     santana                    1
11112     santi                      1
11113     santiago                   1
11114     santistevan                2
11115     santo                      1
11116     santorum                   6
11117     sap                        2
11118     sarah                      1
11119     sarajevo                   4
11120     sarasota                   2
11121     sarong                     1
11122     sarvings                   1
11123     sasha                      3
11124     sat                        29
11125     satan                      1
11126     satcom                     1
11127     satellit                   14
11128     satind                     3
11129     satisfact                  5
11130     satisfactori               2
11131     satisfi                    15
11132     satkhira                   3
11133     sattar                     1
11134     saturday                   190
11135     saudi                      89
11136     saunder                    1
11137     sava                       1
11138     savag                      2
11139     save                       67
11140     savina                     2
11141     savior                     5
11142     savitabehn                 1
11143     savor                      2
11144     savvi                      4
11145     saw                        98
11146     sawed-off                  5
11147     say                        593
11148     sayaad                     1
11149     sayan                      1
11150     scale                      19
11151     scaled-back                1
11152     scalia                     1
11153     scalp                      1
11154     scam                       1
11155     scamper                    1
11156     scandal                    67
11157     scandinavian               1
11158     scandlin                   1
11159     scanlon                    1
11160     scanner                    2
11161     scant                      4
11162     scapego                    1
11163     scapegoat                  2
11164     scar                       6
11165     scarc                      4
11166     scare                      12
11167     scari                      2
11168     scariest                   1
11169     scarv                      1
11170     scath                      3
11171     scatter                    13
11172     scenario                   12
11173     scene                      91
11174     scent                      1
11175     schaffer                   5
11176     schedul                    80
11177     scheme                     9
11178     schett                     3
11179     scheveck                   1
11180     schiff                     2
11181     schism                     2
11182     schleehauf                 1
11183     schlesing                  1
11184     schlikov                   1
11185     schmalz                    1
11186     scholar                    6
11187     scholarship                1
11188     school                     54
11189     schoolboy                  1
11190     schoolchildren             1
11191     schrock                    3
11192     schroeder                  6
11193     schultz                    1
11194     schumer                    1
11195     schutner                   1
11196     schwartz                   2
11197     schwarzkopf                2
11198     schweitzer                 2
11199     scienc                     15
11200     scientif                   5
11201     scientist                  12
11202     scoop                      1
11203     scooped-out                1
11204     scooter                    1
11205     scope                      2
11206     scorch                     1
11207     score                      37
11208     scorn                      1
11209     scotland                   5
11210     scott                      8
11211     scottish                   1
11212     scottsdal                  2
11213     scounscoun                 1
11214     scour                      4
11215     scourg                     1
11216     scout                      1
11217     scrambl                    16
11218     scrambler                  1
11219     scrap                      9
11220     scrape                     4
11221     scratch                    2
11222     scrawl                     1
11223     scrawni                    2
11224     scream                     15
11225     screech                    1
11226     screen                     13
11227     screw                      1
11228     scribbl                    3
11229     script                     3
11230     scriptur                   1
11231     scrutin                    2
11232     scrutini                   7
11233     scuffl                     1
11234     sculptur                   1
11235     scurri                     1
11236     scuttl                     2
11237     se                         1
11238     sea                        96
11239     seab                       8
11240     seafood                    1
11241     seal                       16
11242     sealed-off                 1
11243     sealift                    1
11244     seam                       4
11245     seaman                     9
11246     seamen                     10
11247     sean                       3
11248     seanc                      1
11249     seaport                    3
11250     sear                       1
11251     search                     143
11252     search-and-rescu           1
11253     searcher                   7
11254     season                     17
11255     season-end                 2
11256     seat                       64
11257     seattl                     10
11258     seattle-bas                1
11259     seawal                     1
11260     seawat                     5
11261     seaworthi                  4
11262     sebastian                  2
11263     sebastien                  16
11264     sebek                      4
11265     sec                        3
11266     secessionist               4
11267     sech                       1
11268     seclud                     1
11269     seclus                     2
11270     second                     162
11271     second-guess               2
11272     second-highest             7
11273     second-largest             2
11274     second-longest             3
11275     second-round               6
11276     second-se                  1
11277     second-seed                6
11278     second-serv                2
11279     second-set                 2
11280     secondari                  1
11281     secondli                   4
11282     secreci                    1
11283     secret                     82
11284     secretari                  157
11285     secretary-design           4
11286     secretary-gener            14
11287     secretli                   5
11288     sect                       2
11289     sectarian                  2
11290     section                    19
11291     sector                     4
11292     secular                    2
11293     secur                      314
11294     security-wis               1
11295     sedat                      1
11296     see                        190
11297     seed                       53
11298     seek                       92
11299     seeker                     3
11300     seem                       136
11301     seemingli                  3
11302     seen                       133
11303     seeth                      1
11304     segment                    3
11305     segodnya                   2
11306     segreg                     1
11307     seif                       2
11308     seismic                    3
11309     seismograph                5
11310     seismolog                  3
11311     seismologist               7
11312     seiu                       1
11313     seiz                       33
11314     sejwal                     1
11315     sekou                      1
11316     seldom                     1
11317     sele                       30
11318     select                     18
11319     seleri                     1
11320     self                       6
11321     self-absorb                1
11322     self-appoint               1
11323     self-censorship            1
11324     self-confid                1
11325     self-defens                4
11326     self-determin              4
11327     self-doubt                 2
11328     self-exil                  2
11329     self-financ                1
11330     self-impos                 8
11331     self-inflict               3
11332     self-proclaim              2
11333     self-promot                1
11334     self-protect               4
11335     self-respect               1
11336     self-serv                  1
11337     selig                      1
11338     sell                       14
11339     seller                     1
11340     semi                       10
11341     semi-clandestin            1
11342     semi-desert                1
11343     semi-offici                1
11344     semi-reform                1
11345     semiautomat                1
11346     semifin                    30
11347     semifinalist               12
11348     semin                      1
11349     seminar                    1
11350     semion                     1
11351     sen                        59
11352     senat                      123
11353     senator-elect              6
11354     senatori                   6
11355     send                       70
11356     seneg                      2
11357     senior                     126
11358     sennett                    1
11359     sens                       53
11360     sensat                     1
11361     senseless                  4
11362     sensibl                    2
11363     sensit                     11
11364     sent                       141
11365     sentenc                    95
11366     sentiment                  22
11367     separ                      56
11368     separatist                 2
11369     seper                      1
11370     sept                       47
11371     septemb                    62
11372     sequenc                    2
11373     serafin                    1
11374     seraguso                   1
11375     serb                       49
11376     serb-domin                 3
11377     serbia                     86
11378     serbian                    72
11379     serbian-irish              1
11380     serbo-croatian             1
11381     seren                      6
11382     serena                     31
11383     serendipit                 1
11384     serga                      8
11385     sergaev                    1
11386     sergeant                   2
11387     sergei                     1
11388     sergeyev                   1
11389     sergio                     8
11390     serheo                     1
11391     seri                       38
11392     serial                     5
11393     seriou                     39
11394     serious                    31
11395     sermon                     3
11396     serov                      1
11397     serv                       187
11398     servant                    6
11399     serve-and-volley           5
11400     servic                     203
11401     servicemen                 24
11402     servil                     1
11403     sesam                      1
11404     seselj                     2
11405     session                    39
11406     set                        232
11407     setback                    5
11408     seth                       1
11409     setinya                    1
11410     settl                      33
11411     settlement                 8
11412     seven                      130
11413     seven-gam                  2
11414     seven-pag                  1
11415     seven-person               1
11416     seven-stori                1
11417     seven-term                 2
11418     seven-way                  1
11419     seven-week                 4
11420     seven-year                 3
11421     seven-year-long            1
11422     seven-year-old             1
11423     seventeen                  16
11424     seventh                    30
11425     seventh-seed               1
11426     seventi                    1
11427     sever                      248
11428     severin                    1
11429     severodvinsk               1
11430     severomorsk                4
11431     sew                        1
11432     sewag                      4
11433     sewart                     1
11434     sex                        8
11435     sexual                     15
11436     seymour                    1
11437     sgt                        5
11438     shaar                      2
11439     shab                       2
11440     shabtai                    1
11441     shack                      7
11442     shade                      2
11443     shadow                     17
11444     shadowi                    8
11445     shaeffer                   1
11446     shaft                      3
11447     shah                       4
11448     shaheen                    1
11449     shaher                     1
11450     shailesh                   1
11451     shajea                     1
11452     shake                      28
11453     shaken                     11
11454     shaki                      2
11455     shalikashvili              1
11456     shall                      3
11457     shallow                    3
11458     shallow-wat                1
11459     sham                       2
11460     shambl                     3
11461     shame                      6
11462     shamshran                  1
11463     shane                      1
11464     shannon                    1
11465     shantytown                 5
11466     shape                      27
11467     shapeless                  1
11468     shapeup                    1
11469     shapiro                    1
11470     shard                      3
11471     share                      39
11472     shargel                    1
11473     sharm                      3
11474     sharon                     2
11475     sharp                      13
11476     sharpen                    2
11477     sharper                    1
11478     sharpli                    14
11479     shatter                    33
11480     shaughnessi                3
11481     shave                      1
11482     shavit                     1
11483     shaw                       3
11484     shawn                      3
11485     shea                       1
11486     sheaf                      1
11487     shear                      2
11488     sheath                     1
11489     shebeck                    1
11490     shebek                     1
11491     shed                       6
11492     sheehan                    2
11493     sheehen                    1
11494     sheepish                   1
11495     sheepishli                 1
11496     sheer                      3
11497     sheet                      22
11498     sheik                      5
11499     sheikh                     2
11500     sheila                     1
11501     shelf                      3
11502     shell                      6
11503     shelle                     4
11504     shelli                     1
11505     shelten                    1
11506     shelter                    22
11507     shelti                     1
11508     shelton                    6
11509     shelv                      2
11510     shemter                    1
11511     shephard                   1
11512     shepherd                   4
11513     sheriff                    14
11514     sherman                    1
11515     sherri                     3
11516     sheryl                     1
11517     shi                        5
11518     shiela                     1
11519     shield                     8
11520     shift                      20
11521     shiit                      3
11522     shine                      10
11523     shini                      2
11524     ship                       193
11525     shipboard                  1
11526     shipbuild                  6
11527     shipman                    1
11528     shipmat                    13
11529     shipment                   1
