t_index   term                     df
11156     scandal                    97
11157     scandinavian               1
11158     scandlin                   2
11159     scanlon                    1
11160     scanner                    2
11161     scant                      5
11162     scapego                    1
11163     scapegoat                  2
11164     scar                       6
11165     scarc                      4
11166     scare                      20
11167     scari                      2
11168     scariest                   1
11169     scarv                      1
11170     scath                      3
11171     scatter                    14
11172     scenario                   12
11173     scene                      105
11174     scent                      1
11175     schaffer                   19
11176     schedul                    91
11177     scheme                     10
11178     schett                     3
11179     scheveck                   1
11180     schiff                     2
11181     schism                     2
11182     schleehauf                 1
11183     schlesing                  1
11184     schlikov                   3
11185     schmalz                    1
11186     scholar                    9
11187     scholarship                1
11188     school                     97
11189     schoolboy                  1
11190     schoolchildren             1
11191     schrock                    3
11192     schroeder                  6
11193     schultz                    3
11194     schumer                    1
11195     schutner                   1
11196     schwartz                   2
11197     schwarzkopf                3
11198     schweitzer                 2
11199     scienc                     15
11200     scientif                   5
11201     scientist                  15
11202     scoop                      1
11203     scooped-out                1
11204     scooter                    1
11205     scope                      2
11206     scorch                     1
11207     score                      40
11208     scorn                      1
11209     scotland                   5
11210     scott                      8
11211     scottish                   1
11212     scottsdal                  3
11213     scounscoun                 1
11214     scour                      4
11215     scourg                     1
11216     scout                      1
11217     scrambl                    17
11218     scrambler                  1
11219     scrap                      9
11220     scrape                     4
11221     scratch                    2
11222     scrawl                     1
11223     scrawni                    2
11224     scream                     19
11225     screech                    1
11226     screen                     18
11227     screw                      1
11228     scribbl                    3
11229     script                     5
11230     scriptur                   1
11231     scrutin                    2
11232     scrutini                   7
11233     scuffl                     1
11234     sculptur                   1
11235     scurri                     1
11236     scuttl                     2
11237     se                         1
11238     sea                        145
11239     seab                       9
11240     seafood                    1
11241     seal                       16
11242     sealed-off                 1
11243     sealift                    1
11244     seam                       8
11245     seaman                     16
11246     seamen                     13
11247     sean                       3
11248     seanc                      1
11249     seaport                    3
11250     sear                       1
11251     search                     226
11252     search-and-rescu           1
11253     searcher                   7
11254     season                     21
11255     season-end                 2
11256     seat                       224
11257     seattl                     11
11258     seattle-bas                1
11259     seawal                     1
11260     seawat                     5
11261     seaworthi                  4
11262     sebastian                  2
11263     sebastien                  17
11264     sebek                      5
11265     sec                        5
11266     secessionist               4
11267     sech                       1
11268     seclud                     1
11269     seclus                     2
11270     second                     305
11271     second-guess               2
11272     second-highest             7
11273     second-largest             2
11274     second-longest             3
11275     second-round               7
11276     second-se                  1
11277     second-seed                6
11278     second-serv                2
11279     second-set                 2
11280     secondari                  1
11281     secondli                   8
11282     secreci                    2
11283     secret                     118
11284     secretari                  222
11285     secretary-design           4
11286     secretary-gener            18
11287     secretli                   5
11288     sect                       3
11289     sectarian                  2
11290     section                    25
11291     sector                     6
11292     secular                    2
11293     secur                      604
11294     security-wis               1
11295     sedat                      1
11296     see                        281
11297     seed                       173
11298     seek                       111
11299     seeker                     3
11300     seem                       192
11301     seemingli                  4
11302     seen                       160
11303     seeth                      1
11304     segment                    3
11305     segodnya                   2
11306     segreg                     1
11307     seif                       3
11308     seismic                    3
11309     seismograph                5
11310     seismolog                  5
11311     seismologist               7
11312     seiu                       1
11313     seiz                       36
11314     sejwal                     1
11315     sekou                      1
11316     seldom                     1
11317     sele                       88
11318     select                     19
11319     seleri                     2
11320     self                       6
11321     self-absorb                1
11322     self-appoint               1
11323     self-censorship            1
11324     self-confid                1
11325     self-defens                5
11326     self-determin              5
11327     self-doubt                 2
11328     self-exil                  2
11329     self-financ                1
11330     self-impos                 8
11331     self-inflict               3
11332     self-proclaim              2
11333     self-promot                1
11334     self-protect               5
11335     self-respect               1
11336     self-serv                  1
11337     selig                      3
11338     sell                       16
11339     seller                     1
11340     semi                       12
11341     semi-clandestin            1
11342     semi-desert                1
11343     semi-offici                1
11344     semi-reform                1
11345     semiautomat                1
11346     semifin                    77
11347     semifinalist               15
11348     semin                      1
11349     seminar                    2
11350     semion                     3
11351     sen                        166
11352     senat                      463
11353     senator-elect              6
11354     senatori                   8
11355     send                       90
11356     seneg                      2
11357     senior                     164
11358     sennett                    1
11359     sens                       66
11360     sensat                     1
11361     senseless                  4
11362     sensibl                    2
11363     sensit                     11
11364     sent                       162
11365     sentenc                    244
11366     sentiment                  24
11367     separ                      62
11368     separatist                 2
11369     seper                      1
11370     sept                       59
11371     septemb                    72
11372     sequenc                    2
11373     serafin                    1
11374     seraguso                   2
11375     serb                       162
11376     serb-domin                 3
11377     serbia                     284
11378     serbian                    171
11379     serbian-irish              1
11380     serbo-croatian             1
11381     seren                      6
11382     serena                     66
11383     serendipit                 1
11384     serga                      16
11385     sergaev                    1
11386     sergeant                   2
11387     sergei                     1
11388     sergeyev                   2
11389     sergio                     8
11390     serheo                     4
11391     seri                       47
11392     serial                     5
11393     seriou                     40
11394     serious                    33
11395     sermon                     5
11396     serov                      3
11397     serv                       389
11398     servant                    8
11399     serve-and-volley           6
11400     servic                     311
11401     servicemen                 30
11402     servil                     1
11403     sesam                      1
11404     seselj                     8
11405     session                    40
11406     set                        418
11407     setback                    5
11408     seth                       1
11409     setinya                    1
11410     settl                      35
11411     settlement                 8
11412     seven                      207
11413     seven-gam                  2
11414     seven-pag                  1
11415     seven-person               1
11416     seven-stori                1
11417     seven-term                 2
11418     seven-way                  1
11419     seven-week                 4
11420     seven-year                 3
11421     seven-year-long            1
11422     seven-year-old             1
11423     seventeen                  16
11424     seventh                    33
11425     seventh-seed               1
11426     seventi                    1
11427     sever                      349
11428     severin                    1
11429     severodvinsk               1
11430     severomorsk                7
11431     sew                        1
11432     sewag                      4
11433     sewart                     1
11434     sex                        11
11435     sexual                     20
11436     seymour                    4
11437     sgt                        5
11438     shaar                      2
11439     shab                       2
11440     shabtai                    1
11441     shack                      10
11442     shade                      2
11443     shadow                     19
11444     shadowi                    8
11445     shaeffer                   1
11446     shaft                      3
11447     shah                       6
11448     shaheen                    1
11449     shaher                     1
11450     shailesh                   1
11451     shajea                     6
11452     shake                      32
11453     shaken                     13
11454     shaki                      2
11455     shalikashvili              1
11456     shall                      3
11457     shallow                    6
11458     shallow-wat                1
11459     sham                       2
11460     shambl                     3
11461     shame                      6
11462     shamshran                  3
11463     shane                      1
11464     shannon                    1
11465     shantytown                 5
11466     shape                      28
11467     shapeless                  1
11468     shapeup                    1
11469     shapiro                    2
11470     shard                      3
11471     share                      43
11472     shargel                    1
11473     sharm                      3
11474     sharon                     2
11475     sharp                      17
11476     sharpen                    2
11477     sharper                    1
11478     sharpli                    14
11479     shatter                    35
11480     shaughnessi                7
11481     shave                      1
11482     shavit                     2
11483     shaw                       7
11484     shawn                      3
11485     shea                       2
11486     sheaf                      1
11487     shear                      2
11488     sheath                     1
11489     shebeck                    1
11490     shebek                     1
11491     shed                       6
11492     sheehan                    7
11493     sheehen                    1
11494     sheepish                   1
11495     sheepishli                 1
11496     sheer                      3
11497     sheet                      26
11498     sheik                      29
11499     sheikh                     2
11500     sheila                     1
11501     shelf                      3
11502     shell                      6
11503     shelle                     6
11504     shelli                     1
11505     shelten                    1
11506     shelter                    27
11507     shelti                     2
11508     shelton                    8
11509     shelv                      2
11510     shemter                    1
11511     shephard                   1
11512     shepherd                   4
11513     sheriff                    18
11514     sherman                    1
11515     sherri                     4
11516     sheryl                     2
11517     shi                        5
11518     shiela                     1
11519     shield                     8
11520     shift                      21
11521     shiit                      3
11522     shine                      10
11523     shini                      2
11524     ship                       615
11525     shipboard                  1
11526     shipbuild                  8
11527     shipman                    2
11528     shipmat                    20
11529     shipment                   1
11530     shipyard                   8
11531     shirley                    1
11532     shirt                      15
11533     shirtless                  2
11534     shiver                     1
11535     shkval                     10
11536     shlomo                     1
11537     shock                      46
11538     shoddi                     1
11539     shoddili                   1
11540     shoe                       16
11541     shoe-leath                 2
11542     shoeed                     1
11543     sholti                     2
11544     shook                      52
11545     shoot                      27
11546     shoot-out                  1
11547     shootout                   3
11548     shop                       63
11549     shopkeep                   2
11550     shoplift                   2
11551     shopper                    1
11552     shore                      21
11553     shorelin                   1
11554     short                      101
11555     short-liv                  4
11556     short-sleev                1
11557     short-staf                 1
11558     short-term                 4
11559     shortag                    16
11560     shortchang                 2
11561     shortcom                   4
11562     shortcut                   1
11563     shorter                    3
11564     shortest                   1
11565     shortfal                   2
11566     shorthand                  2
11567     shortli                    49
11568     shot                       107
11569     shotgun                    19
11570     shotmak                    1
11571     shoulder                   17
11572     shouldn                    16
11573     shout                      34
11574     shove                      5
11575     shovel                     17
11576     show                       251
11577     showcas                    2
11578     showdown                   13
11579     shower                     7
11580     shown                      24
11581     shrank                     4
11582     shrapnel                   1
11583     shred                      5
11584     shreveport                 2
11585     shrewd                     4
11586     shrill                     1
11587     shrine                     1
11588     shriner                    1
11589     shrink                     6
11590     shrunk                     1
11591     shukla                     2
11592     shuler                     1
11593     shultz                     3
11594     shun                       3
11595     shusaki                    3
11596     shut                       29
11597     shutdown                   1
11598     shutter                    2
11599     shuttl                     6
11600     sibl                       8
11601     sicili                     2
11602     sick                       9
11603     side                       208
11604     sidelin                    15
11605     sidestep                   4
11606     sideway                    2
11607     sidl                       8
11608     sidot                      1
11609     sieg                       11
11610     siemerink                  1
11611     sierra                     5
11612     siev                       15
11613     siewert                    44
11614     sifford                    30
11615     sift                       12
11616     sigh                       3
11617     sight                      35
11618     sightse                    4
11619     sign                       167
11620     signal                     35
11621     signalman                  1
11622     signatur                   7
11623     signifi                    1
11624     signific                   42
11625     significantli              10
11626     sigonella                  2
11627     sikh                       1
11628     silberl                    1
11629     silenc                     24
11630     silent                     20
11631     sill                       1
11632     silli                      1
11633     silliman                   1
11634     silo                       3
11635     silt                       1
11636     silva                      1
11637     silver                     8
11638     silver-tongu               2
11639     silvia                     3
11640     silvija                    2
11641     simeon                     2
11642     simil                      1
11643     similar                    50
11644     similarli                  5
11645     simmer                     3
11646     simmon                     3
11647     simpl                      21
11648     simpler                    1
11649     simpli                     53
11650     simul                      1
11651     simultan                   8
11652     sin                        3
11653     sinc                       488
11654     sincer                     5
11655     sindh                      2
11656     sing                       6
11657     singapor                   8
11658     singaporean                1
11659     singer                     14
11660     singh                      8
11661     singl                      68
11662     single-digit               1
11663     single-stori               1
11664     singular                   1
11665     singularli                 1
11666     sinha                      1
11667     sink                       45
11668     siobhan                    2
11669     sion                       1
11670     sip                        6
11671     sir                        9
11672     sirah                      6
11673     siren                      1
11674     siriman                    1
11675     sister                     71
11676     sister-in-law              1
11677     sit                        43
11678     sit-in                     2
11679     site                       113
11680     situat                     113
11681     six                        182
11682     six-b                      1
11683     six-bunk                   1
11684     six-day                    1
11685     six-foot                   2
11686     six-hour                   2
11687     six-man                    1
11688     six-memb                   1
11689     six-month                  1
11690     six-seat                   3
11691     six-stori                  1
11692     six-vehicl                 1
11693     six-week                   5
11694     six-year                   4
11695     six-year-long              1
11696     sixteen                    3
11697     sixth                      40
11698     sixth-seed                 3
11699     sixti                      1
11700     siyaram                    1
11701     sizabl                     2
11702     size                       23
11703     sizzl                      2
11704     skeptic                    13
11705     sketch                     14
11706     sketchi                    14
11707     ski                        2
11708     skiff                      26
11709     skill                      13
11710     skim                       8
11711     skin                       7
11712     skip                       8
11713     skipper                    7
11714     skirmish                   1
11715     skirt                      5
11716     skull                      3
11717     sky                        19
11718     skyscrap                   4
11719     slab                       20
11720     slade                      7
11721     slain                      11
11722     slam                       118
11723     slant                      2
11724     slap                       3
11725     slash                      4
11726     slat                       1
11727     slate                      6
11728     slater                     2
11729     slaughterhous              1
11730     slava                      1
11731     slavador                   1
11732     slavica                    1
11733     slavija                    2
11734     slavish                    1
11735     slavo                      1
11736     slavoljub                  1
11737     slay                       16
11738     sledgehamm                 3
11739     sleep                      39
11740     sleepless                  1
11741     sleight                    1
11742     slender                    1
11743     slenderest                 1
11744     slept                      10
11745     slice                      10
11746     slid                       2
11747     slide                      4
11748     slight                     6
11749     slightest                  3
11750     slightli                   28
11751     slim                       10
11752     slime                      1
11753     slip                       33
11754     slippag                    2
11755     sliver                     2
11756     slm                        3
11757     slobadon                   1
11758     slobo                      5
11759     slobodan                   171
11760     slocomb                    1
11761     slogan                     12
11762     slope                      2
11763     sloppi                     6
11764     slouch                     1
11765     slovakia                   12
11766     slovakian                  1
11767     slow                       41
11768     slow-foot                  1
11769     slow-mov                   1
11770     slowdown                   2
11771     slowest                    2
11772     slowli                     29
11773     slug                       1
11774     sluggish                   4
11775     slump                      6
11776     slur                       1
11777     smack                      5
11778     small                      295
11779     smaller                    29
11780     smallest                   2
11781     smaltz                     1
11782     smart                      3
11783     smarter                    2
11784     smartest                   1
11785     smartli                    1
11786     smash                      29
11787     smear                      3
11788     smederevska                2
11789     smell                      9
11790     smile                      41
11791     smit                       1
11792     smith                      36
11793     smithvil                   1
11794     smitten                    1
11795     smog                       2
11796     smoggiest                  1
11797     smoke                      28
11798     smoker                     1
11799     smokescreen                1
11800     smokey                     1
11801     smolder                    1
11802     smolinski                  1
11803     smooth                     9
11804     smoothli                   2
11805     smother                    2
11806     smuggl                     3
11807     snack                      2
11808     snake                      1
11809     snap                       11
11810     snapper                    1
11811     snappi                     1
11812     snare                      1
11813     snarl                      2
11814     snatch                     8
11815     sneak                      3
11816     sneaker                    1
11817     sneaker-clad               1
11818     sneet                      1
11819     snif                       3
11820     sniff                      1
11821     sniffer                    15
11822     snipe                      1
11823     sniper                     1
11824     snippet                    2
11825     snitch                     3
11826     snjezana                   1
11827     snour                      1
11828     snow                       11
11829     snow-cov                   1
11830     snowfal                    1
11831     snowstorm                  2
11832     snyder                     2
11833     so                         1
11834     so-cal                     10
11835     soak                       3
11836     soap                       1
11837     soap-operat                1
11838     soar                       7
11839     sob                        3
11840     sober                      2
11841     soccer                     4
11842     social                     37
11843     socialist                  68
11844     societi                    40
11845     sock                       3
11846     socotra                    2
11847     socti                      1
11848     sod                        1
11849     sofa                       2
11850     soft                       14
11851     soft-spoken                2
11852     soften                     4
11853     softli                     1
11854     softwar                    8
11855     soglasiy                   1
11856     soil                       8
11857     sojourn                    1
11858     solanki                    3
11859     solari                     1
11860     sold                       19
11861     soldier                    192
11862     sole                       9
11863     solemn                     4
11864     solemnli                   1
11865     solicit                    1
11866     solid                      15
11867     solidar                    6
11868     solidifi                   2
11869     solidli                    2
11870     solitari                   2
11871     solitud                    1
11872     solomon                    2
11873     solorzano                  2
11874     solut                      14
11875     solv                       6
11876     somali                     2
11877     somali-born                2
11878     somalia                    13
11879     somber                     6
11880     somberli                   2
11881     somebodi                   29
11882     someday                    6
11883     somehow                    16
11884     someon                     59
11885     someplac                   1
11886     someth                     148
11887     sometim                    55
11888     somewhat                   10
11889     somewher                   15
11890     somo                       1
11891     son                        180
11892     son-in-law                 3
11893     sonar                      2
11894     song                       3
11895     songwrit                   3
11896     sonia                      4
11897     sonni                      1
11898     soon                       105
11899     soon-to-b                  1
11900     sooner                     5
11901     sooooo                     1
11902     soot                       1
11903     sooti                      1
11904     sop                        1
11905     sophist                    28
11906     sordid                     1
11907     sore                       10
11908     sorri                      4
11909     sorrow                     3
11910     sort                       89
11911     sorti                      1
11912     sosonati                   7
11913     soto                       3
11914     souc                       1
11915     sought                     56
11916     soul                       4
11917     soumaila                   1
11918     sound                      61
11919     soundli                    3
11920     soundproof                 1
11921     soup                       3
11922     soup-stirr                 1
11923     sour                       2
11924     sourc                      154
11925     south                      176
11926     south-centr                1
11927     south-east                 1
11928     southeast                  37
11929     southeastern               10
11930     southern                   79
11931     southwest                  19
11932     southwestern               6
11933     souvenir                   2
11934     sovereign                  4
11935     sovereignti                8
11936     soviet                     39
11937     soviet-era                 5
11938     soxon                      1
11939     sp                         3
11940     space                      22
11941     spaciou                    1
11942     spain                      27
11943     span                       6
11944     spangl                     1
11945     spaniard                   2
11946     spaniel                    1
11947     spanish                    14
11948     spanish-languag            3
11949     spanish-speak              6
11950     spare                      12
11951     spark                      19
11952     spasski                    4
11953     spat                       1
11954     spate                      3
11955     speak                      141
11956     speaker                    20
11957     spear                      8
11958     spearhead                  3
11959     speci                      1
11960     special                    128
11961     specialist                 26
11962     specif                     69
11963     specifi                    13
11964     spectacl                   3
11965     spectacular                4
11966     spectat                    9
11967     specter                    5
11968     spectrum                   1
11969     specul                     51
11970     sped                       4
11971     speech                     94
11972     speed                      34
11973     speedboat                  1
11974     speedi                     1
11975     speedskat                  1
11976     spell                      9
11977     spenc                      5
11978     spencer                    6
11979     spend                      66
11980     spent                      89
11981     sperl                      4
11982     sphere                     2
11983     spi                        92
11984     spielberg                  1
11985     spill                      4
11986     spin                       4
11987     spin-doctor                1
11988     spine                      2
11989     spiral                     5
11990     spire                      1
11991     spirit                     21
11992     spiritu                    3
11993     spite                      5
11994     splash                     1
11995     splashdown                 1
11996     splatter                   1
11997     splint                     1
11998     splinter                   3
11999     splinz                     1
12000     split                      25
12001     spode                      1
12002     spoil                      13
12003     spoiler                    3
12004     spokan                     1
12005     spoke                      85
12006     spoken                     25
12007     spokesman                  251
12008     spokesmen                  5
12009     spokeswoman                33
12010     sponsor                    16
12011     sponsorship                2
12012     spontan                    4
12013     spook                      1
12014     sporad                     1
12015     sport                      78
12016     sportsmen                  2
12017     spot                       35
12018     spotlight                  14
12019     spotti                     6
12020     spous                      7
12021     spragu                     2
12022     spraig                     2
12023     sprain                     7
12024     sprawl                     8
12025     spray                      6
12026     spread                     57
12027     spree                      2
12028     spring                     40
12029     springfield                3
12030     sprinkl                    2
12031     sprint                     5
12032     sprout                     2
12033     spruance-class             1
12034     sprung                     2
12035     spun                       1
12036     spur                       5
12037     spy-1d                     1
12038     spymast                    20
12039     squabbl                    1
12040     squad                      24
12041     squadron                   1
12042     squall                     7
12043     squander                   2
12044     squar                      25
12045     squat                      1
12046     squatter                   3
12047     squeak                     2
12048     squeamish                  1
12049     squeez                     7
12050     squirrel                   2
12051     squish                     1
12052     sr                         3
12053     srdic                      6
12054     srebrenica                 1
12055     srpska                     1
12056     st                         112
12057     stab                       9
12058     stabenow                   8
12059     stabil                     46
12060     stabl                      21
12061     stacey                     2
12062     staci                      1
12063     stack                      10
12064     stadium                    18
12065     staf                       3
12066     staff                      88
12067     staffer                    2
12068     staffinr                   1
12069     stafford                   4
12070     stage                      51
12071     stagger                    9
12072     stain                      3
12073     stained-glass              3
12074     stair                      3
12075     stairwel                   5
12076     stake                      27
12077     stalem                     6
12078     stalin                     2
12079     stalinist                  1
12080     stalk                      2
12081     stall                      4
12082     stambol                    4
12083     stambuk                    1
12084     stamenkov                  2
12085     stamina                    1
12086     stammer                    1
12087     stamped                    4
12088     stanc                      5
12089     stand                      143
12090     stand-off                  2
12091     standard                   21
12092     standbi                    1
12093     standing-room              2
12094     standoff                   8
12095     standpoint                 1
12096     standstil                  6
12097     stanley                    4
12098     stapl                      1
12099     star                       37
12100     star-stud                  1
12101     star-telegram              1
12102     stare                      7
12103     stark                      9
12104     starkli                    1
12105     starr                      2
12106     starrr                     1
12107     start                      222
12108     startl                     2
12109     starv                      1
12110     stash                      1
12111     stasio                     1
12112     stat                       2
12113     state                      1591
12114     state-build                1
12115     state-control              4
12116     state-of-th                1
12117     state-of-the-art           2
12118     state-own                  5
12119     state-run                  31
12120     state-sponsor              6
12121     statehous                  5
12122     stateless                  1
12123     statement                  152
12124     stateroom                  1
12125     statesman                  2
12126     statewid                   5
12127     station                    169
12128     stationeri                 1
12129     statist                    19
12130     statu                      22
12131     statur                     4
12132     statut                     8
12133     staunch                    2
12134     staunchest                 2
12135     staunchli                  2
12136     stay                       197
12137     ste                        1
12138     stead                      1
12139     steadfast                  1
12140     steadi                     4
12141     steadili                   4
12142     steal                      32
12143     stealer                    2
12144     stealth                    2
12145     stealthi                   1
12146     stealthier                 1
12147     stealthili                 1
12148     steam                      6
12149     steami                     1
12150     steel                      33
12151     steel-entangl              1
12152     steenbuch                  2
12153     steep                      15
12154     steer                      8
12155     stefan                     1
12156     stefano                    5
12157     stefanov                   4
12158     steffi                     1
12159     steinberg                  1
12160     steindorff                 1
12161     stell                      1
12162     stellar                    1
12163     stem                       16
12164     stemmo                     1
12165     stenberg                   1
12166     stench                     2
12167     step                       180
12168     step-down                  1
12169     stephani                   2
12170     stephanopoulo              1
12171     stephen                    8
12172     stepmoth                   1
12173     steppingston               1
12174     stepson                    1
12175     stereo                     1
12176     sterl                      3
12177     stern                      17
12178     stern-fac                  1
12179     sternavich                 2
12180     sternli                    2
12181     steskic                    1
12182     stevan                     3
12183     steve                      15
12184     stevedor                   1
12185     steven                     3
12186     stevenson                  5
12187     stew                       1
12188     stewardship                4
12189     stewart                    2
12190     stick                      18
12191     sticker                    2
12192     sticki                     1
12193     stickier                   4
12194     stiff                      3
12195     stifl                      2
12196     stigmat                    1
12197     still                      606
12198     still-buri                 1
12199     sting                      1
12200     stipend                    1
12201     stipul                     4
12202     stir                       14
12203     stirrup                    1
12204     stitch                     1
12205     stock                      5
12206     stocki                     1
12207     stockpil                   5
12208     stoical                    1
12209     stojanov                   1
12210     stojiljikov                2
12211     stojiljkov                 3
12212     stoke                      4
12213     stoko                      1
12214     stokov                     2
12215     stole                      27
12216     stolen                     15
12217     stolt                      1
12218     stomach                    6
12219     stomach-churn              1
12220     stomp                      1
12221     stone                      21
12222     stonewal                   1
12223     stoni                      3
12224     stood                      80
12225     stool                      4
12226     stop                       240
12227     stop-gap                   1
12228     stopgap                    1
12229     stopov                     4
12230     stoppag                    6
12231     stopper                    1
12232     storag                     3
12233     store                      116
12234     stori                      101
12235     storm                      51
12236     stormi                     2
12237     storybook                  1
12238     stosic                     2
12239     stoutli                    1
12240     stowag                     1
12241     stoyan                     2
12242     straddl                    1
12243     straight                   28
12244     straight-fac               1
12245     straight-set               1
12246     straighten                 1
12247     straightforward            4
12248     strain                     5
12249     strait                     2
12250     straition                  1
12251     strakov                    3
12252     strand                     3
12253     strang                     10
12254     stranger                   7
12255     strangl                    1
12256     stranglehold               1
12257     strateg                    21
12258     strategeri                 2
12259     strategi                   30
12260     strategist                 11
12261     straw                      1
12262     stray                      2
12263     streak                     17
12264     stream                     19
12265     streamlin                  1
12266     stree                      1
12267     street                     287
12268     strength                   22
12269     strengthen                 28
12270     strenuous                  1
12271     stress                     34
12272     stretch                    30
12273     stretcher                  15
12274     strewn                     3
12275     stricken                   12
12276     strickland                 3
12277     strict                     5
12278     stricter                   1
12279     strictli                   7
12280     strictur                   1
12281     strident                   1
12282     strife                     2
12283     strike                     162
12284     strikebound                5
12285     strikebreak                3
12286     striker                    16
12287     string                     14
12288     stringent                  3
12289     stringfellow               15
12290     strip                      24
12291     stripe                     3
12292     strive                     7
12293     strode                     1
12294     stroke                     13
12295     stroll                     1
12296     strom                      1
12297     strong                     127
12298     stronger                   18
12299     strongest                  11
12300     stronghold                 27
